CP_OPNG_YMD,CP_DOC_NM,CP_ISSUED_SAR_NM,CP_ISSUED_NORTH_AREA_NM,CP_ISSUED_SOUTH_AREA_NM,CP_OBVP_NM,CP_OBVP_LAT,CP_OBVP_LON,CP_WTEM,CP_ISSUED_STEP_NM,CP_ISSUED_SITTN_NM,CP_ISSUED_YMD,CP_ISSUED_TM,CP_WTCH_YMD,CP_WTCH_TM
20120710,제4139호,동해 중부,울진,영덕,영덕,36.5799,129.4138,21.5,주의보,해제,20100710.0,140000.0,20120710.0,100000.0
20120710,제4139호,동해 남부,포항,부산 기장,호미곶,36.0764,129.575,20.7,,,,,20120710.0,100000.0
20120710,제4139호,동해 남부,포항,부산 기장,포항,36.0472,129.4361,24.2,,,,,20120710.0,100000.0
20120710,제4139호,동해 남부,포항,부산 기장,부산 기장,35.1872,129.2264,20.0,주의보,해제,20100710.0,140000.0,20120710.0,100000.0
20120710,제4139호,동해 중부,울진,영덕,울진,36.99176,129.41278,17.8,주의보,발령,20120702.0,,20120710.0,100000.0
20120717,제4142호,동해 중부,울진,영덕,울진,36.99176,129.41278,19.5,주의보,해제,20100717.0,140000.0,20120717.0,100000.0
20120717,제4142호,동해 중부,울진,영덕,영덕,36.5799,129.4138,23.0,,,,,20120717.0,100000.0
20120717,제4142호,동해 남부,포항,호미곶,호미곶,36.0764,129.575,22.4,,,,,20120717.0,100000.0
20120717,제4142호,동해 남부,포항,호미곶,포항,36.0472,129.4361,21.8,,,,,20120717.0,100000.0
20120821,제4164호,동해 중부,울진,울진,울진,36.99176,129.41278,17.1,주의보,발령,20120702.0,,20120821.0,100000.0
20120821,제4164호,동해 남부,감포,부산 기장,감포,35.8056,129.5111,21.8,,,,,20120821.0,100000.0
20120821,제4164호,동해 남부,감포,부산 기장,부산 기장,35.1872,129.2264,20.8,,,,,20120821.0,100000.0
20120821,제4164호,남해 연안,거제,거제,거제,34.7264,128.6258,20.5,,,,,20120821.0,100000.0
20120822,제4165호,동해 중부,삼척,영덕,삼척,37.3023,129.3127,19.5,,,,,20120822.0,100000.0
20120822,제4165호,동해 중부,삼척,영덕,영덕,36.5799,129.4138,16.0,,,,,20120822.0,100000.0
20120822,제4165호,동해 남부,포항,호미곶,호미곶,36.0764,129.575,20.0,,,,,20120822.0,100000.0
20120822,제4165호,동해 남부,포항,호미곶,포항,36.0472,129.4361,19.4,,,,,20120822.0,100000.0
20120824,제4168호,동해 중부,울진,영덕,울진,36.99176,129.41278,19.5,주의보,발령,20120702.0,,20120824.0,100000.0
20120824,제4168호,동해 중부,울진,영덕,영덕,36.5799,129.4138,17.4,,,,,20120824.0,100000.0
20120824,제4168호,동해 남부,포항,기장,포항,36.0472,129.4361,20.4,,,,,20120824.0,100000.0
20120824,제4168호,동해 남부,포항,기장,기장,35.1872,129.2264,24.7,,,,,20120824.0,100000.0
20120824,제4168호,남해 연안,거제,여수,거제,34.7264,128.6258,24.7,,,,,20120824.0,100000.0
20120824,제4168호,남해 연안,거제,여수,통영,34.9056,128.4222,24.1,,,,,20120824.0,100000.0
20120824,제4168호,남해 연안,거제,여수,여수,34.687,127.708,26.8,,,,,20120824.0,100000.0
20120829,제4175호,동해 중부,주문진,영덕,주문진,37.8333,128.8944,11.0,,,,,20120829.0,100000.0
20120829,제4175호,동해 중부,주문진,영덕,울진,36.99176,129.41278,16.5,주의보,발령,20120702.0,,20120829.0,100000.0
20120829,제4175호,동해 중부,주문진,영덕,영덕,36.5799,129.4138,18.9,,,,,20120829.0,100000.0
20120829,제4175호,동해 남부,포항,기장,포항,36.0472,129.4361,23.3,,,,,20120829.0,100000.0
20120829,제4175호,동해 남부,포항,기장,울기,35.4928,129.4472,23.0,,,,,20120829.0,100000.0
20120829,제4175호,동해 남부,포항,기장,기장,35.1872,129.2264,19.3,,,,,20120829.0,100000.0
20120831,제4177호,동해 중부,주문진,영덕,주문진,37.8333,128.8944,17.8,,,,,20120831.0,100000.0
20120831,제4177호,동해 중부,주문진,영덕,울진,36.99176,129.41278,16.3,주의보,발령,20120702.0,,20120831.0,100000.0
20120831,제4177호,동해 중부,주문진,영덕,영덕,36.5799,129.4138,18.6,,,,,20120831.0,100000.0
20120831,제4177호,동해 남부,포항,기장,포항,36.0472,129.4361,19.8,,,,,20120831.0,100000.0
20120831,제4177호,동해 남부,포항,기장,울기,35.4928,129.4472,17.6,,,,,20120831.0,100000.0
20120831,제4177호,동해 남부,포항,기장,기장,35.1872,129.2264,18.3,,,,,20120831.0,100000.0
20130618,제4317호,동해 중부,주문진,영덕,주문진,37.8333,128.8944,18.5,,,,,20130618.0,130000.0
20130618,제4317호,동해 중부,주문진,영덕,삼척,37.3023,129.3127,13.0,주의보,신규발령,20130618.0,140000.0,20130618.0,130000.0
20130618,제4317호,동해 중부,주문진,영덕,영덕(거무역),36.5799,129.4138,14.2,주의보,신규발령,20130618.0,140000.0,20130618.0,130000.0
20130618,제4317호,동해 남부,포항,부산(오륙도),포항,36.0472,129.4361,20.4,,,,,20130618.0,130000.0
20130618,제4317호,동해 남부,포항,부산(오륙도),기장,35.1872,129.2264,17.8,,,,,20130618.0,130000.0
20130618,제4317호,동해 남부,포항,부산(오륙도),부산(오륙도),35.0833,129.032,18.2,,,,,20130618.0,130000.0
20130626,제4324호,동해 중부,주문진,영덕,삼척,37.3023,129.3127,10.1,주의보,발령,20130618.0,,20130626.0,130000.0
20130626,제4324호,동해 중부,주문진,영덕,주문진,37.8333,128.8944,21.1,,,,,20130626.0,130000.0
20130626,제4324호,동해 중부,주문진,영덕,울진,36.99176,129.41278,14.5,주의보,신규발령,20130626.0,170000.0,20130626.0,130000.0
20130626,제4324호,동해 중부,주문진,영덕,영덕(거무역),36.5799,129.4138,16.1,주의보,발령,20130618.0,,20130626.0,130000.0
20130626,제4324호,동해 남부,포항,포항,포항,36.0472,129.4361,22.8,,,,,20130626.0,130000.0
20130703,제4329호,동해 남부,호미곶,포항,호미곶,36.0764,129.575,14.5,주의보,신규발령,20130703.0,130000.0,20130703.0,100000.0
20130703,제4329호,동해 남부,호미곶,포항,포항,36.0472,129.4361,14.0,주의보,신규발령,20130703.0,130000.0,20130703.0,100000.0
20130703,제4329호,동해 남부,호미곶,포항,영덕,36.5799,129.4138,6.3,주의보,발령,20130618.0,,20130703.0,100000.0
20130703,제4329호,동해 남부,호미곶,포항,울진,36.99176,129.41278,9.1,주의보,발령,20130626.0,,20130703.0,100000.0
20130703,제4329호,동해 남부,호미곶,포항,강릉,37.799,128.9492,19.0,,,,,20130703.0,100000.0
20130703,제4330호,동해 중부,영덕,감포,영덕,36.5799,129.4138,6.1,주의보,대체발령,20130703.0,140000.0,20130703.0,140000.0
20130704,제4331호,동해 남부,감포,부산 기장,부산 기장,35.1872,129.2264,16.6,주의보,신규발령,20130704.0,140000.0,20130704.0,100000.0
20130704,제4331호,동해 남부,감포,부산 기장,감포,35.8056,129.5111,15.2,주의보,신규발령,20130704.0,140000.0,20130704.0,100000.0
20130704,제4331호,동해 남부,감포,부산 기장,호미곶,36.0764,129.575,14.5,주의보,발령,20130703.0,,20130704.0,100000.0
20130704,제4331호,동해 남부,감포,부산 기장,포항,36.0472,129.4361,13.8,주의보,발령,20130704.0,,20130704.0,100000.0
20130704,제4331호,동해 남부,감포,부산 기장,울진,36.99176,129.41278,7.9,주의보,발령,20130704.0,,20130704.0,100000.0
20130704,제4331호,동해 남부,감포,부산 기장,주문진,37.8333,128.8944,19.8,,,,,20130704.0,100000.0
20130704,제4331호,동해 남부,감포,부산 기장,울릉도,37.4833,130.9097,21.7,,,,,20130704.0,100000.0
20130704,제4331호,동해 중부,삼척,영덕,영덕,36.5799,129.4138,5.9,경보,발령,20130618.0,,20130704.0,100000.0
20130710,제4334호,동해 중부,삼척,감포,주문진,37.8333,128.8944,21.7,,,,,20130710.0,100000.0
20130710,제4334호,동해 중부,삼척,감포,삼척,37.3023,129.3127,19.6,주의보,해제,20130710.0,140000.0,20130710.0,100000.0
20130710,제4334호,동해 중부,삼척,감포,영덕,36.5799,129.4138,9.7,주의보,발령,20130618.0,,20130710.0,100000.0
20130710,제4334호,동해 중부,삼척,감포,포항,36.0472,129.4361,13.3,,,,,20130710.0,100000.0
20130710,제4334호,동해 중부,삼척,감포,호미곶,36.0764,129.575,11.5,주의보,발령,20130703.0,,20130710.0,100000.0
20130710,제4335호,동해 남부,부산(오륙도),거제,주문진,37.8333,128.8944,21.7,,,,,20130710.0,100000.0
20130710,제4335호,동해 남부,부산(오륙도),거제,삼척,37.3023,129.3127,19.7,,,,,20130710.0,100000.0
20130710,제4335호,동해 남부,부산(오륙도),거제,울기,35.4928,129.4472,17.1,,,,,20130710.0,100000.0
20130710,제4335호,동해 남부,부산(오륙도),거제,부산(오륙도),35.0833,129.032,15.5,주의보,신규발령,20130710.0,140000.0,20130710.0,100000.0
20130710,제4335호,동해 남부,부산(오륙도),거제,거제,34.7264,128.6258,16.5,주의보,신규발령,20130710.0,140000.0,20130710.0,100000.0
20130710,제4335호,동해 남부,부산(오륙도),거제,통영(산양 ),34.7875,128.4333,21.2,,,,,20130710.0,100000.0
20130712,제4337호,동해 남부,울기,울기,주문진,37.8333,128.8944,,,,,,20130712.0,100000.0
20130712,제4337호,동해 남부,울기,울기,삼척,37.3023,129.3127,,,,,,20130712.0,100000.0
20130712,제4337호,동해 남부,울기,울기,호미곶,36.0764,129.575,12.0,주의보,발령,20130703.0,,20130712.0,100000.0
